run,date,api_version,overall_cost,parsing_cost,ocr_cost,n_images,parsing_tokens_in,parsing_tokens_out,parsing_rate_in,parsing_rate_out,parsing_cost_in,parsing_cost_out,ocr_tokens_in,ocr_tokens_out,ocr_cost_in,ocr_cost_out,ocr_method
MCZ_plus_allies_COMBINED_MCZ_only_random_labels_geminiOCRLLM,2025_03_27__18-15-54,GEMINI_1_5_PRO,0.9434149999999999,0.5927125,0.3507024999999999,135,250894,55819,1.25,5.0,0.3136175,0.279095,168210,28088,0.10513124999999982,0.07022,{'Gemini-1.5-Pro'}
